databaseId	name	imageUrl	cardBack	type	packName	deckbuilderQuantity	setUuid	numberInPack	encounterSet	unique	sphere	traits	keywords	cost	engagementCost	threat	willpower	attack	defense	hitPoints	questPoints	victoryPoints	cornerText	text	shadow	side
b2b0edb1-5ea7-4a4e-9495-6a084fee744f	The Aldburg Plot Rules	b2b0edb1-5ea7-4a4e-9495-6a084fee744f.jpg	multi_sided	Rules	ALeP - The Aldburg Plot	1	17b90ca1-7e3e-4891-99da-954a7833e88e	0.2	The Aldburg Plot														Page 1/6	Welcome to The Aldburg Plot, an unofficial fan Adventure Pack, developed by A Long-extended Party (ALeP). This expansion sees the heroes investigating a disturbing conspiracy within the walls of the Rohirric city of Aldburg. Component Overview The Aldburg Plot Adventure Pack includes 70 cards, consisting of:  • 3 Rules Cards • 35 Encounter Cards  • 2 Hero Cards • 3 Quest Cards  • 27 Player Cards Web Resources You can check for any updates from A Long-extended Party at www.alongextendedparty.com. You can build decks and track your plays of these scenarios and others online through RingsDB at www.ringsdb.com. For general rules and definitions of common game terms, visit the Quest Companion at bit.ly/2MKkak9.		
b2b0edb1-5ea7-4a4e-9495-6a084fee744f	The Aldburg Plot Rules	b2b0edb1-5ea7-4a4e-9495-6a084fee744f.B.jpg	multi_sided	Rules	ALeP - The Aldburg Plot	1	17b90ca1-7e3e-4891-99da-954a7833e88e	0.2	The Aldburg Plot																	
c9a7a090-f0eb-474e-bcc1-95f7a7c5ea21	The Aldburg Plot 1	c9a7a090-f0eb-474e-bcc1-95f7a7c5ea21.jpg	multi_sided	Rules	ALeP - The Aldburg Plot	1	17b90ca1-7e3e-4891-99da-954a7833e88e	0.3	The Aldburg Plot														Page 2/6	Expansion Symbol The cards in the Oaths of the Rohirrim cycle can be identified by this symbol before each card’s collector number. The Aldburg Plot Difficulty level = 5 In the darkness: “Do what you are bidden, Ossian.” The soldier grimaced. “My lord, he is one of us. I fought at his side at Amon Hen. He saved my life.” “Remember what we are fighting for, my boy. Go now. For the Gift.” He steeled himself. “For the Gift.” Late that night, the heroes were roused from an unsteady sleep by Ealdwulf himself. The crags of his face were licked by shadow. All else was darkness. “It is not yet dawn,” he said. “I have ill news.” “What tidings, master Ealdwulf?” said one of the heroes. “A rider of Rohan has turned himself in,” said the old lord.		
c9a7a090-f0eb-474e-bcc1-95f7a7c5ea21	The Aldburg Plot 1	c9a7a090-f0eb-474e-bcc1-95f7a7c5ea21.B.jpg	multi_sided	Rules	ALeP - The Aldburg Plot	1	17b90ca1-7e3e-4891-99da-954a7833e88e	0.3	The Aldburg Plot																	
079d2660-fc59-4545-8372-98d6cb8a0b88	The Aldburg Plot 2	079d2660-fc59-4545-8372-98d6cb8a0b88.jpg	multi_sided	Rules	ALeP - The Aldburg Plot	1	17b90ca1-7e3e-4891-99da-954a7833e88e	0.4	The Aldburg Plot														Page 3/6	“For the slaughter at Erelas. For treason.” The word hit like a hammer. “He has told the guards that the rest of his comrades will move to depose Lord Éomund before dawn. That even our trusted spy master has turned against us in service of a devilish conspiracy.” “We must go to the guards,” said a hero, lacing her hauberk. “Perhaps we can wring some details from this prisoner.” “I feel the noose ever-tightening,” said Ealdwulf. “The traitors are within the walls now. Better not to tip our hand that we have become aware of their duplicity. My friends, root out this treason, or the Eastmark shall surely crumble from within – and with it, the soul of Rohan.” With that, the heroes outfitted themselves and made their way to the quiet streets of Aldburg. “Shall we go to the barracks, then?” said one. As they passed by a seamy tavern called The Horse’s Tail, they caught a whisper of hushed conversation. “Assassin?” said one of the patrons. “In Aldburg?” “Tavern or barracks,” said a hero. “Shall we toss a coin?”		
079d2660-fc59-4545-8372-98d6cb8a0b88	The Aldburg Plot 2	079d2660-fc59-4545-8372-98d6cb8a0b88.B.jpg	multi_sided	Rules	ALeP - The Aldburg Plot	1	17b90ca1-7e3e-4891-99da-954a7833e88e	0.4	The Aldburg Plot																	
0030124a-1765-4c48-be68-1791cde9c1b3	The Aldburg Plot 3	0030124a-1765-4c48-be68-1791cde9c1b3.jpg	multi_sided	Rules	ALeP - The Aldburg Plot	1	17b90ca1-7e3e-4891-99da-954a7833e88e	0.5	The Aldburg Plot														Page 4/6	“The Aldburg Plot” is played with an encounter deck built with all the cards from the following encounter sets: The Aldburg Plot, Faithless Rohirrim, and Rohan Encampment. (Faithless Rohirrim and Rohan Encampment can be found in the Children of Eorl deluxe expansion.) These sets are indicated by the following icons: Racing into the halls of Lord Éomund, the heroes were greeted by the young Marshal. He wore a scowl on his face, his blade unsheathed across his lap. Beside him sat the wizened Ealdwulf, his eyes bleary and sleepless. At the heroes’ entrance, the old man leapt to his feet. “What news?” said Ealdwulf. “Come, what news?” “Yes,” said Éomund. “Tell us which captain’s head shall be cloven, and let us be done with it.” “Patience, my lord.” Ealdwulf knelt at his lord’s feet. “Surely they have found something. Friends, tell us what you have learned.”		
0030124a-1765-4c48-be68-1791cde9c1b3	The Aldburg Plot 3	0030124a-1765-4c48-be68-1791cde9c1b3.B.jpg	multi_sided	Rules	ALeP - The Aldburg Plot	1	17b90ca1-7e3e-4891-99da-954a7833e88e	0.5	The Aldburg Plot																	
4906a312-294b-47db-835d-45339e1a5f83	The Aldburg Plot 4	4906a312-294b-47db-835d-45339e1a5f83.jpg	multi_sided	Rules	ALeP - The Aldburg Plot	1	17b90ca1-7e3e-4891-99da-954a7833e88e	0.6	The Aldburg Plot														Page 5/6	If the heroes control the Raven Signet Ring objective: “I have seen this ring before,” said Éomund. “On the knuckle of a Dunlending warchief. How came it into the spy master’s possession?” “Perhaps a token from the warchief to one of his traitorous collaborators,” said Ealdwulf. If the heroes control the Silver Dagger objective: “I recognize this blade,” said Ealdwulf. “As do I,” said one of the heroes. “At Erelas, Gálmód wielded it against a captive Dunlending. I thought perhaps it was a fit of rage, but is it possible he meant only to silence a man who could have betrayed his secret?” If the heroes control the Rohirric Coins objective: “What’s the meaning of these coins?” said one of the heroes. “A stranger dropped them for us in the tavern.” “Perhaps he mistook you for one of the Whisperer’s agents,” said Éomund. “Your appearance is strange enough.” If the heroes control the Prison Key objective: “You retrieved this from the spy master, then?” said Éomund. “So we can be certain he was behind the prisoner’s murder. Does this conspiracy extend further?” If the heroes control the Ruby Cloak-pin objective: “We found this among the ashes in the western quarter,” said one of the heroes. “We know it well. This belonged to Gálmód. But of him we have found no trace.”		
4906a312-294b-47db-835d-45339e1a5f83	The Aldburg Plot 4	4906a312-294b-47db-835d-45339e1a5f83.B.jpg	multi_sided	Rules	ALeP - The Aldburg Plot	1	17b90ca1-7e3e-4891-99da-954a7833e88e	0.6	The Aldburg Plot																	
